dc_key,dispatch_date,dispatch_time,location_block,text_general_code
202112018994,2021-03-19,10:41:04,4500 BLOCK ISLAND AV,Thefts
202115013539,2021-02-25,16:44:00,E ROOSEVELT BLVD  /  WHITAKER AV,Motor Vehicle Theft
202124019454,2021-03-25,22:33:54,3100 BLOCK FRANKFORD AV,Weapon Violations
202135000451,2021-01-02,18:57:00,N PARK AV  /  CHELTEN AV,Motor Vehicle Theft
202119014625,2021-03-16,00:07:48,5900 BLOCK SPRING ST,Vandalism/Criminal Mischief
202102007312,2021-02-22,13:56:30,1000 BLOCK COMLY ST,Other Assaults
202102010539,2021-03-15,18:56:00,5500 BLOCK HILL CREEK CIR,Other Assaults
202122015111,2021-03-16,08:35:00,2900 BLOCK W ARIZONA ST,Vandalism/Criminal Mischief
202103000325,2021-01-03,00:19:32,0 BLOCK OREGON AV,Motor Vehicle Theft
202114014735,2021-03-21,14:12:57,0 BLOCK E MOUNT PLEASANT AV,All Other Offenses
202119056579,2021-10-12,16:31:00,5300 BLOCK LEBANON AV,Theft from Vehicle
202119017587,2021-03-29,08:42:00,5400 BLOCK ARCH ST,Theft from Vehicle
202139018868,2021-04-10,15:20:00,4500 BLOCK WAYNE AV,Narcotic / Drug Law Violations
202122018659,2021-04-01,11:09:00,1800 BLOCK N BOUVIER ST,Motor Vehicle Theft
202112019626,2021-03-21,20:22:48,7200 BLOCK SAYBROOK AV,Other Assaults
202135061835,2021-09-10,18:00:00,500 BLOCK W OLNEY AV,Other Assaults
202135021059,2021-03-19,20:09:31,5900 BLOCK N BROAD ST,Thefts
202118018534,2021-04-05,15:29:00,4600 BLOCK PASCHALL AV,Motor Vehicle Theft
202103008729,2021-02-25,16:32:00,600 BLOCK OREGON AVE,Motor Vehicle Theft
202112022269,2021-03-31,22:31:00,5400 BLOCK WARRINGTON AV,All Other Offenses
202115007460,2021-01-29,17:12:41,5400 BLOCK Discher St,Fraud
202124007125,2021-01-30,09:08:00,1800 BLOCK TORRESDALE AV,Thefts
202122006300,2021-02-01,14:08:00,2100 BLOCK N 33RD ST,Vandalism/Criminal Mischief
202122059742,2021-09-27,21:02:00,W NORRIS ST & N LAMBERT ST ,Arson
202108007409,2021-03-12,16:30:00,2900 BLOCK HOLME AVE,Other Assaults
202139013036,2021-03-13,01:12:56,3700 BLOCK N 19TH ST,Other Assaults
202139013718,2021-03-16,19:51:00,1700 BLOCK DOUNTON ST,Vandalism/Criminal Mischief
202117006972,2021-03-17,16:29:15,2300 BLOCK Federal St,All Other Offenses
202102011436,2021-03-22,01:11:14,6100 BLOCK LARGE ST,DRIVING UNDER THE INFLUENCE
202112012562,2021-02-22,09:42:00,5700 BLOCK WOODLAND AVE,All Other Offenses
202122021849,2021-04-15,17:05:00,2000 BLOCK W OXFORD ST,Other Assaults
202119057147,2021-10-15,11:49:00,5400 BLOCK POPLAR ST,Other Assaults
202119002450,2021-01-13,20:12:07,5300 BLOCK W OXFORD ST,Other Assaults
202139015501,2021-03-25,19:52:47,3300 BLOCK FOX ST,Narcotic / Drug Law Violations
202102015614,2021-04-17,12:21:00,800 BLOCK BRILL ST,Vandalism/Criminal Mischief
202102013091,2021-03-31,20:35:00,5900 BLOCK LORETTO AV,All Other Offenses
202115021345,2021-03-27,01:06:19,4200 BLOCK E CHELTENHAM AV,Vandalism/Criminal Mischief
202118023637,2021-04-30,11:23:00,0 BLOCK S 61ST ST,Vandalism/Criminal Mischief
202115020481,2021-03-24,04:29:55,2800 BLOCK LEVICK ST,Other Assaults
202139021477,2021-04-23,19:06:00,1800 BLOCK W VENANGO ST,Theft from Vehicle
202103033270,2021-07-18,21:51:00,0 BLOCK MIFFLIN ST,Thefts
202124025669,2021-04-20,20:44:00,1900 BLOCK E MADISON ST,Other Assaults
202135026092,2021-04-08,17:29:00,6600 BLOCK Ogontz Ave,Motor Vehicle Theft
202101004146,2021-03-12,14:18:00,1800 BLOCK MOORE ST,Vandalism/Criminal Mischief
202106008203,2021-03-01,14:09:53,400 BLOCK N 5TH ST,Thefts
202124017862,2021-03-19,12:57:55,1800 BLOCK E TIOGA ST,Aggravated Assault No Firearm
202122015181,2021-03-16,15:24:00,900 BLOCK W COLLEGE AVE,Other Assaults
202116005874,2021-02-18,18:05:27,S 46TH ST  /  MARKET ST,Robbery Firearm
202106035789,2021-09-01,23:19:00,N 2ND ST  & SPRING GARDEN ST ,Aggravated Assault No Firearm
202118008326,2021-02-13,11:21:00,700 BLOCK S 58TH ST,Motor Vehicle Theft
202102008253,2021-02-28,18:01:00,7600 BLOCK E ROOSEVELT BLVD,Thefts
202106011437,2021-03-23,20:40:23,200 BLOCK ARCH ST,Other Assaults
202125023297,2021-04-18,19:59:00,500 BLOCK W LEHIGH AV,Robbery Firearm
202109008292,2021-03-23,22:52:00,1400 BLOCK FAIRMOUNT AV,All Other Offenses
202102011630,2021-03-23,15:08:00,900 BLOCK PRATT ST,Other Assaults
202135023191,2021-03-28,02:52:43,4600 BLOCK N CAMAC ST,Other Assaults
202125012333,2021-03-01,08:27:48,400 BLOCK E LOUDON ST,Robbery Firearm
202108006323,2021-03-02,07:11:00,3800 BLOCK PEARSON AVE,Vandalism/Criminal Mischief
202124013375,2021-03-01,09:42:59,2300 BLOCK E WESTMORELAND ST,Theft from Vehicle
202124010467,2021-02-14,16:38:14,3500 BLOCK KENSINGTON AV,Aggravated Assault No Firearm
202177000637,2021-02-14,14:39:00,0 BLOCK PIA WAY,Thefts
202177000858,2021-03-01,08:07:00,0 BLOCK PIA WAY,Thefts
202107000704,2021-01-10,02:52:00,1200 BLOCK BYBERRY RD,DRIVING UNDER THE INFLUENCE
202177001664,2021-04-18,11:41:00,PIA TERMINAL @ 98 PIA WAY ,Thefts
202125009436,2021-02-14,19:18:36,900 BLOCK W LUZERNE ST,Robbery Firearm
202126006443,2021-03-02,11:53:00,1400 BLOCK GERMANTOWN AVE 201,All Other Offenses
202112057938,2021-09-03,21:24:00,5400 BLOCK REGENT ST,Other Assaults
202126013313,2021-04-23,11:56:00,1000 BLOCK N DELAWARE AV,Theft from Vehicle
202114005130,2021-01-30,11:08:16,1000 BLOCK E MOUNT AIRY AV C12,Aggravated Assault Firearm
202126013224,2021-04-22,12:57:00,1000 BLOCK N DELAWARE AV,Theft from Vehicle
202102008527,2021-03-02,19:47:35,6800 BLOCK SYLVESTER ST,Vandalism/Criminal Mischief
202108006081,2021-02-28,07:41:58,12300 BLOCK ACADEMY RD,Thefts
202124002119,2021-01-10,00:31:00,3800 BLOCK M ST,Vandalism/Criminal Mischief
202139012907,2021-03-12,17:29:00,4400 BLOCK N CLEVELAND ST,Vandalism/Criminal Mischief
202122014227,2021-03-12,08:40:26,1300 BLOCK N 10TH ST,All Other Offenses
202124013242,2021-02-28,12:30:27,2800 BLOCK CASTOR AV,Robbery Firearm
202118014869,2021-03-19,08:20:19,500 BLOCK S 54TH ST,Aggravated Assault No Firearm
202114015157,2021-03-23,16:33:09,0 BLOCK W HAINES ST,All Other Offenses
202102014215,2021-04-08,09:33:00,7600 BLOCK CENTRAL AV,Motor Vehicle Theft
202118045900,2021-08-20,18:31:00,5600 BLOCK RODMAN ST,Fraud
202139001617,2021-01-10,10:27:25,3100 BLOCK N ROSEWOOD ST,Fraud
202139012929,2021-03-12,18:37:39,2900 BLOCK W CLEMENTINE ST,Other Assaults
202106006728,2021-02-19,00:57:29,0 BLOCK DOCK ST,Robbery No Firearm
202116012198,2021-04-08,01:23:00,3300 BLOCK FAIRMOUNT AV,Motor Vehicle Theft
202109006934,2021-03-12,21:53:00,1500 BLOCK SPRUCE ST,Vandalism/Criminal Mischief
202106006650,2021-02-18,08:33:12,500 BLOCK SPRING GARDEN ST,Thefts
202109004259,2021-02-14,17:55:00,1500 BLOCK SPRUCE ST,Thefts
202115022054,2021-03-29,15:10:00,1300 BLOCK ARROTT ST,Thefts
202112018130,2021-03-16,03:59:15,6400 BLOCK WOODLAND AV,All Other Offenses
202124022493,2021-04-07,15:53:00,3000 BLOCK N WATER ST,Motor Vehicle Theft
202105005623,2021-04-30,07:11:00,5800 BLOCK RIDGE AV,Vandalism/Criminal Mischief
202135026060,2021-04-08,15:11:00,5600 BLOCK N 12th St,Motor Vehicle Theft
202124019013,2021-03-24,10:43:36,200 BLOCK E MAYFIELD ST,Narcotic / Drug Law Violations
202118013534,2021-03-12,20:31:59,4300 BLOCK CHESTNUT ST,Vandalism/Criminal Mischief
202115014716,2021-03-02,16:01:00,4600 BLOCK LANSING ST,Vandalism/Criminal Mischief
202115028995,2021-04-23,21:18:00,4600 BLOCK E ROOSEVELT BLVD,Rape
202126008641,2021-03-19,07:57:10,2600 BLOCK KENSINGTON AV,Thefts
202112019096,2021-03-19,17:24:00,6700 BLOCK NORWITCH DR,Motor Vehicle Theft
202114021550,2021-04-27,13:02:00,8400 BLOCK TEMPLE RD,Other Assaults
202116005302,2021-02-14,04:31:10,4800 BLOCK BROWN ST,Aggravated Assault No Firearm
202114014044,2021-03-17,21:20:09,1100 BLOCK SYDNEY ST,Fraud
202125018165,2021-03-27,00:08:00,500 BLOCK RISING SUN AVE,Vandalism/Criminal Mischief
202106015147,2021-04-18,09:27:00,1300 BLOCK CHESTNUT ST,Aggravated Assault No Firearm
202103018290,2021-04-22,21:18:00,0 BLOCK MIFFLIN ST,Thefts
202139010705,2021-03-01,17:00:36,5500 BLOCK WISSAHICKON AV,Theft from Vehicle
202115056213,2021-07-31,15:20:00,4600 BLOCK E ROOSEVELT BLVD,Aggravated Assault Firearm
202101001728,2021-01-30,18:35:00,2200 BLOCK OREGON AV,Thefts
202139010699,2021-03-01,16:21:40,2800 BLOCK FOX ST,Thefts
202112024258,2021-04-08,07:38:00,6300 BLOCK KINGSESSING AV,Motor Vehicle Theft
202124018801,2021-03-23,13:17:55,900 BLOCK E RUSSELL ST,Fraud
202125022729,2021-04-16,07:33:00,1300 BLOCK COLWYN ST,All Other Offenses
202112014743,2021-03-02,19:14:19,2900 BLOCK S FELTON ST,Other Assaults
202102006205,2021-02-14,10:42:18,7300 BLOCK BUSTLETON AV,Robbery Firearm
202126030356,2021-09-01,11:15:00,2500 BLOCK SEPVIVA ST,Thefts
202112018888,2021-03-18,20:10:00,1300 BLOCK S 58TH ST,Fraud
202118015068,2021-03-19,23:57:00,3400 BLOCK MARKET ST,Robbery Firearm
202122022968,2021-04-20,22:12:00,2100 BLOCK N 23RD ST,Weapon Violations
202114014979,2021-03-22,18:19:15,5600 BLOCK BOYER ST,Fraud
202122020386,2021-04-08,19:57:00,1500 BLOCK N 17TH ST,Motor Vehicle Theft
202122043018,2021-07-18,19:48:00,2000 BLOCK N BROAD ST,Thefts
202139015711,2021-03-26,18:36:58,3400 BLOCK CAPITAL VIEW DR,Other Assaults
202126007749,2021-03-11,19:52:16,1400 BLOCK N 5TH ST,Vandalism/Criminal Mischief
202119013852,2021-03-12,05:30:00,1400 BLOCK N 54TH ST,Vandalism/Criminal Mischief
202124022814,2021-04-08,17:31:00,3800 BLOCK KENSINGTON AV,Motor Vehicle Theft
202139018359,2021-04-08,08:59:00,1800 BLOCK W BUTLER ST,Motor Vehicle Theft
202125010227,2021-02-18,16:14:23,1300 BLOCK W GLENWOOD AV,Robbery No Firearm
202115027057,2021-04-16,12:10:00,1300 BLOCK E CHELTENHAM AV,Other Assaults
202118019276,2021-04-08,18:51:00,4500 BLOCK MARKET ST,Motor Vehicle Theft
202125016621,2021-03-20,09:18:00,4600 BLOCK N 6TH ST,Motor Vehicle Theft
202115014327,2021-03-01,08:09:30,TYSON AV  /  E ROOSEVELT BLVD,Thefts
202119015177,2021-03-18,15:52:00,1100 BLOCK N 65TH ST,Other Assaults
202115012561,2021-02-21,12:25:00,3000 BLOCK TEESDALE ST,Theft from Vehicle
202135015433,2021-02-28,18:43:00,5300 BLOCK RISING SUN AVE,Thefts
202112018128,2021-03-16,03:26:00,1600 BLOCK S YEWDALL ST,All Other Offenses
202109022486,2021-07-18,16:10:00,500 BLOCK N 18TH ST,Theft from Vehicle
202124026860,2021-04-26,09:45:00,2400 BLOCK E VENANGO ST,Theft from Vehicle
202102014352,2021-04-09,00:04:00,2200 BLOCK COTTMAN AV,Motor Vehicle Theft
202135053352,2021-07-31,11:29:00,5900 BLOCK N BROAD ST,Aggravated Assault No Firearm
202116010206,2021-03-23,14:38:57,700 BLOCK N 40TH ST,Fraud
202122015206,2021-03-16,17:54:21,N 24TH ST  /  JEFFERSON ST,Weapon Violations
202112024410,2021-04-08,17:47:00,6400 BLOCK BUIST AV,Motor Vehicle Theft
202101006490,2021-04-18,18:24:00,1400 BLOCK PATTISON AV,Aggravated Assault Firearm
202135013208,2021-02-21,15:31:00,5100 BLOCK N 10TH ST,Aggravated Assault No Firearm
202106010426,2021-03-16,14:52:08,900 BLOCK MARKET ST,Arson
202119020022,2021-04-09,17:28:00,1400 BLOCK N 52ND ST,Other Assaults
202109031155,2021-09-24,17:01:00,1500 BLOCK CHESTNUT ST,Aggravated Assault Firearm
202122043055,2021-07-18,21:46:00,2300 BLOCK N 15TH ST,Robbery Firearm
202114016167,2021-03-28,16:40:49,0 BLOCK E MOUNT PLEASANT AV,All Other Offenses
202122015931,2021-03-20,05:14:00,1600 BLOCK N 17TH ST,Motor Vehicle Theft
202124011226,2021-02-18,17:13:54,2700 BLOCK BOUDINOT ST,Burglary Residential
202102012419,2021-03-28,16:14:19,2400 BLOCK BLEIGH AV,Narcotic / Drug Law Violations
202115025383,2021-04-10,00:59:00,2100 BLOCK SCATTERGOOD ST,All Other Offenses
202103013078,2021-03-23,10:58:00,1700 BLOCK S 5TH ST,All Other Offenses
202125016630,2021-03-20,10:57:00,3200 BLOCK N MARSHALL ST,Motor Vehicle Theft
202109012115,2021-04-26,23:48:00,PENNSYLVANIA AV  & PENNOCK ST ,Robbery Firearm
202101006857,2021-04-25,13:15:00,1700 BLOCK W Moyamensing Ave,Robbery No Firearm
202106003917,2021-01-30,01:44:33,400 BLOCK N 5TH ST,Burglary Non-Residential
202135026031,2021-04-08,12:55:00,200 BLOCK W CHAMPLOST AV,Motor Vehicle Theft
202109010873,2021-04-15,13:59:00,2200 BLOCK SUMMER ST,Burglary Residential
202109011835,2021-04-15,13:59:00,2200 BLOCK SUMMER ST,Burglary Residential
202114005109,2021-01-30,10:08:00,600 BLOCK E CHELTEN AVE,Thefts
202125021162,2021-04-09,00:58:00,2900 BLOCK N 6TH ST,Motor Vehicle Theft
202105005432,2021-04-26,23:00:00,8200 BLOCK HENRY AV,Thefts
202118022881,2021-04-27,11:01:00,5800 BLOCK MONTROSE ST,All Other Offenses
202105005414,2021-04-26,15:08:00,7900 BLOCK HENRY AV,Thefts
202107002347,2021-01-30,12:10:56,11000 BLOCK E ROOSEVELT BLVD,Thefts
202107002348,2021-01-30,12:47:35,11000 BLOCK E ROOSEVELT BLVD,Thefts
202107002383,2021-01-30,17:17:18,11000 BLOCK E ROOSEVELT BLVD,Thefts
202102010999,2021-03-19,07:25:00,6500 BLOCK CRANFORD AVE,Theft from Vehicle
202126011385,2021-04-08,14:22:00,1700 BLOCK FRANKFORD AV,Motor Vehicle Theft
202135025996,2021-04-08,10:12:00,1400 BLOCK CONLYN ST,Motor Vehicle Theft
202122001900,2021-01-10,13:42:00,2300 BLOCK N PARK AVE,Other Assaults
202177004566,2021-09-10,18:56:00,0 BLOCK PIA WAY,Thefts
202177004567,2021-09-10,19:54:00,0 BLOCK PIA WAY,Thefts
202112011842,2021-02-18,19:16:00,2600 BLOCK S 67TH ST,Thefts
202114009338,2021-02-21,17:03:41,0 BLOCK TOHOPEKA LA,Theft from Vehicle
202177004563,2021-09-10,17:34:00,0 BLOCK PIA WAY,Thefts
202118001964,2021-01-11,11:22:19,4400 BLOCK WALNUT ST,All Other Offenses
202115019064,2021-03-19,06:54:44,7700 BLOCK FRANKFORD AV,Thefts
202139014297,2021-03-19,21:32:52,4400 BLOCK GREENE ST,Theft from Vehicle
202112014593,2021-03-02,09:38:10,6100 BLOCK WHEELER ST,Vandalism/Criminal Mischief
202102011611,2021-03-23,11:48:24,6700 BLOCK LARGE ST,Fraud
202126013294,2021-04-23,07:25:00,900 BLOCK N FRONT ST,Theft from Vehicle
202119021915,2021-04-18,20:04:00,4700 BLOCK W GIRARD AV,Thefts
202122008373,2021-02-12,13:29:00,3100 BLOCK CLIFFORD ST,Motor Vehicle Theft
202117007768,2021-03-24,22:08:21,2200 BLOCK REED ST,Weapon Violations
202115010772,2021-02-13,08:02:19,5200 BLOCK FRANKFORD AV,Thefts
202108007174,2021-03-10,10:51:38,2400 BLOCK WELSH RD,Fraud
202102004103,2021-01-30,14:39:00,7400 BLOCK BUSTLETON AVE,Thefts
202135002741,2021-01-11,15:12:17,4500 BLOCK N 19TH ST,Other Assaults
202106006078,2021-02-14,11:14:00,1200 BLOCK WALNUT ST,Thefts
202106015178,2021-04-18,15:32:00,600 BLOCK N FRONT ST,Thefts
202117007628,2021-03-23,17:52:00,1000 BLOCK S BROAD ST,All Other Offenses
202109007379,2021-03-16,22:41:00,1400 BLOCK RIDGE AV,All Other Offenses
202102014238,2021-04-08,10:50:00,7600 BLOCK Whitaker St,Motor Vehicle Theft
202118014295,2021-03-16,15:22:00,N 34TH ST  /  MARKET ST,Thefts
202107006950,2021-03-23,17:15:51,300 BLOCK TYLER CT,Fraud
202109007815,2021-03-20,13:04:59,0 BLOCK S BROAD ST,Other Assaults
202125001935,2021-01-10,09:48:12,4200 BLOCK N REESE ST,Fraud
202124016227,2021-03-12,16:15:32,3000 BLOCK POTTER ST,Other Assaults
202125014820,2021-03-12,02:25:00,300 BLOCK E WYOMING AV,All Other Offenses
202118008543,2021-02-14,18:47:00,5600 BLOCK CHESTNUT ST,Thefts
202124015804,2021-03-10,20:50:00,3700 BLOCK L ST,Other Assaults
202103033201,2021-07-18,16:15:00,2100 BLOCK S 10th Phila,Robbery No Firearm
202103019492,2021-04-29,10:48:00,800 BLOCK MORRIS ST,Vandalism/Criminal Mischief
202102011649,2021-03-23,17:10:20,5900 BLOCK COLGATE ST,Vandalism/Criminal Mischief
202106007104,2021-02-21,18:53:00,1100 BLOCK WOOD ST,Theft from Vehicle
202135023407,2021-03-29,08:26:57,5600 BLOCK OGONTZ AV,Aggravated Assault No Firearm
202139007714,2021-02-12,23:51:00,4500 BLOCK MORRIS ST,Motor Vehicle Theft
202115014321,2021-03-01,07:26:00,7700 BLOCK FRANKFORD AVE,Thefts
202105005380,2021-04-25,18:41:00,400 BLOCK HERMIT ST,Theft from Vehicle
202106040176,2021-09-30,01:44:00,1100 BLOCK LUDLOW ST,Other Assaults
202103009543,2021-03-02,11:10:31,800 BLOCK GREENWICH ST,Vandalism/Criminal Mischief
202119016303,2021-03-23,16:04:47,7600 BLOCK BRENTWOOD RD,Fraud
202103018098,2021-04-21,14:21:00,200 BLOCK MOORE ST,Fraud
202139001861,2021-01-11,20:21:37,2100 BLOCK W CAMBRIA ST,Weapon Violations
202116035347,2021-10-13,17:44:00,100 BLOCK N 48TH ST,Vandalism/Criminal Mischief
202106006143,2021-02-14,20:50:38,400 BLOCK N 5TH ST,Thefts
202117019018,2021-07-18,16:55:00,1800 BLOCK SOUTH ST,Thefts
202109007312,2021-03-16,11:14:00,1500 BLOCK RANSTEAD ST,All Other Offenses
202124002487,2021-01-11,17:22:48,4100 BLOCK MAYWOOD ST,Fraud
202125009424,2021-02-14,18:42:00,700 BLOCK W LEHIGH AV,Thefts
202119016257,2021-03-23,13:13:00,0 BLOCK N 52ND ST,All Other Offenses
202119016450,2021-03-24,10:18:00,0 BLOCK N 52ND ST,All Other Offenses
202114011133,2021-03-02,08:40:33,0 BLOCK E DUVAL ST,Other Assaults
202115017463,2021-03-12,19:19:00,1600 BLOCK FILLMORE ST,All Other Offenses
202103011367,2021-03-12,20:50:24,1700 BLOCK S 5TH ST,Fraud
202118014374,2021-03-16,22:47:00,4500 BLOCK SANSOM ST,All Other Offenses
202108006340,2021-03-02,11:18:25,3400 BLOCK FITLER ST,Fraud
202114017787,2021-04-06,09:21:00,100 BLOCK W CHELTEN AV,Motor Vehicle Theft
202122020446,2021-04-09,01:24:00,3300 BLOCK RIDGE AV,Motor Vehicle Theft
202106010811,2021-03-19,10:09:22,400 BLOCK SPRING GARDEN ST,Thefts
202106010820,2021-03-19,11:23:00,400 BLOCK SPRING GARDEN ST,Thefts
202118001922,2021-01-11,01:33:34,4800 BLOCK CEDAR AV,Weapon Violations
202124017046,2021-03-16,10:36:00,3000 BLOCK POTTER ST,Other Assaults
202112021434,2021-03-28,18:37:26,6100 BLOCK WHEELER ST,Weapon Violations
202119021536,2021-04-16,15:37:00,1300 BLOCK N 76TH ST,Fraud
202139013682,2021-03-16,17:40:00,2000 BLOCK W TORONTO ST,Other Assaults
202139001244,2021-01-07,19:42:00,3000 BLOCK N 22ND ST,Vandalism/Criminal Mischief
202102004096,2021-01-30,13:44:00,RHAWN ST  /  DUNGAN RD,Aggravated Assault No Firearm
202108009091,2021-03-26,09:38:02,9300 BLOCK ASHTON RD,Vandalism/Criminal Mischief
202112020867,2021-03-26,17:07:00,1100 BLOCK S 56TH ST,Other Assaults
202125017928,2021-03-26,02:19:00,300 BLOCK E WYOMING AV,All Other Offenses
202106004003,2021-01-30,17:04:00,500 BLOCK SPRING GARDEN ST,Thefts
202125016709,2021-03-20,16:43:00,3400 BLOCK HOPE ST,Motor Vehicle Theft
202106013778,2021-04-08,15:54:00,1000 BLOCK CHESTNUT ST,Motor Vehicle Theft
