dc_key,dispatch_date,dispatch_time,location_block,text_general_code
202106028816,2021-07-18,15:53:00,400 BLOCK SPRING GARDEN ST,Thefts
202124058460,2021-09-01,12:36:00,1800 BLOCK E ALLEGHENY AV,Thefts
202125020197,2021-04-05,07:33:00,200 BLOCK W MENTOR ST,Vandalism/Criminal Mischief
202115027735,2021-04-19,01:35:00,4900 BLOCK Duffield St,Aggravated Assault No Firearm
202126012734,2021-04-18,18:24:00,1500 BLOCK N Howard St,Theft from Vehicle
202114013294,2021-03-13,10:46:00,8300 BLOCK THOURON AVE,Other Assaults
202116014117,2021-04-24,15:50:00,3000 BLOCK Market St,Aggravated Assault No Firearm
202108008654,2021-03-22,12:22:00,12500 BLOCK DEERRUN PL,Vandalism/Criminal Mischief
202105001089,2021-01-26,14:04:00,400 BLOCK DOMINO LA,Thefts
202117004518,2021-02-21,12:59:00,2500 BLOCK WHARTON ST,Thefts
202139009385,2021-02-23,10:16:00,2800 BLOCK N 22ND ST,Vandalism/Criminal Mischief
202124013109,2021-02-27,18:19:00,2200 BLOCK WHEATSHEAF,Arson
202103009361,2021-03-01,10:05:00,0 BLOCK SNYDER AVE,Thefts
202106012350,2021-03-29,16:59:12,300 BLOCK S 5TH ST,Thefts
202112002185,2021-01-11,09:29:00,8600 BLOCK BARTRAM AV,Thefts
202102010765,2021-03-17,13:51:00,6600 BLOCK CASTOR AVE,Vandalism/Criminal Mischief
202114013114,2021-03-12,12:32:06,7100 BLOCK MOUNT PLEASANT PL,Other Sex Offenses (Not Commercialized)
202122010025,2021-02-21,09:50:00,1300 BLOCK W LEHIGH AV,Thefts
202125008935,2021-02-12,11:02:53,3300 BLOCK N LAWRENCE ST,Fraud
202118013983,2021-03-14,19:58:00,4700 BLOCK LOCUST ST,Theft from Vehicle
202119003788,2021-01-21,13:02:00,4000 BLOCK MONUMENT RD,Thefts
202108008933,2021-03-25,00:46:36,8000 BLOCK STATE RD,Aggravated Assault No Firearm
202124015487,2021-03-09,19:34:26,400 BLOCK E SOMERSET ST,Other Assaults
202103011213,2021-03-12,09:25:00,1300 BLOCK CATHARINE ST,Theft from Vehicle
202115002456,2021-01-10,21:18:51,6500 BLOCK HARBISON AV,Thefts
202122005050,2021-01-25,16:36:00,N 29TH ST  /  W DAUPHIN ST,Theft from Vehicle
202126000986,2021-01-10,08:31:17,100 BLOCK W GIRARD AV,Burglary Non-Residential
202118005785,2021-01-30,00:08:00,4500 BLOCK MARKET ST,All Other Offenses
202105000033,2021-01-01,16:27:00,5900 BLOCK RIDGE AV,Thefts
202118005786,2021-01-30,00:08:00,4500 BLOCK MARKET ST,All Other Offenses
202118005787,2021-01-30,00:08:00,4500 BLOCK MARKET ST,All Other Offenses
202103003897,2021-01-25,12:23:00,2500 BLOCK S CHRISTOPHER COLUMBUS BLVD,Burglary Non-Residential
202109005615,2021-02-28,13:46:00,2000 BLOCK MARKET ST,Thefts
202109005715,2021-03-01,16:14:37,2000 BLOCK MARKET ST,Thefts
202105003016,2021-03-09,13:10:11,700 BLOCK MANATAWNA AV,Other Assaults
202102006876,2021-02-18,20:09:56,600 BLOCK GARLAND ST,Robbery No Firearm
202108013106,2021-04-29,11:52:00,ANNAPOLIS RD & CONVENT AV ,DRIVING UNDER THE INFLUENCE
202139013854,2021-03-17,12:39:00,3400 BLOCK N SMEDLEY ST,All Other Offenses
202139013856,2021-03-17,13:10:49,3400 BLOCK N SMEDLEY ST,Fraud
202119000077,2021-01-01,11:15:00,1500 BLOCK N 50TH ST,Thefts
202106006087,2021-02-14,12:42:00,1100 BLOCK CHESTNUT ST A,Thefts
202135006470,2021-01-25,21:33:00,1300 BLOCK WINDRIM AV,Thefts
202135006409,2021-01-25,17:34:46,1300 BLOCK WINDRIM AV,Thefts
202116001137,2021-01-11,08:36:07,4000 BLOCK LANCASTER AV,Thefts
202122020060,2021-04-07,12:27:00,1900 BLOCK W YORK ST,Aggravated Assault Firearm
202122002491,2021-01-13,13:30:02,2100 BLOCK N 20TH ST,Burglary Residential
202103015686,2021-04-07,02:14:00,1400 BLOCK S 10TH ST,Thefts
202119009982,2021-02-22,12:04:29,5000 BLOCK W GIRARD AV,Other Assaults
202135003669,2021-01-14,21:02:31,6700 BLOCK N 20TH ST,Aggravated Assault Firearm
202108003377,2021-02-02,21:43:00,12600 BLOCK MEDFORD RD,Vandalism/Criminal Mischief
202126012709,2021-04-18,13:48:00,1600 BLOCK N HOWARD ST,Theft from Vehicle
202106001592,2021-01-13,15:41:55,1300 BLOCK MARKET ST,Thefts
202106006083,2021-02-14,11:53:20,1000 BLOCK MARKET ST,Thefts
202106006141,2021-02-14,20:15:00,1000 BLOCK MARKET ST,Thefts
202124010679,2021-02-15,19:35:01,3200 BLOCK ARAMINGO AV,Vandalism/Criminal Mischief
202109000953,2021-01-11,12:42:46,2000 BLOCK PENNSYLVANIA AV,Thefts
202109000952,2021-01-11,13:03:56,2000 BLOCK PENNSYLVANIA AV,Thefts
202109000943,2021-01-11,11:16:00,2000 BLOCK PENNSYLVANIA AV,Thefts
202135017954,2021-03-09,15:47:41,4800 BLOCK N BROAD ST,Narcotic / Drug Law Violations
202112011225,2021-02-16,11:20:00,5600 BLOCK THOMAS AVE,Vandalism/Criminal Mischief
202112011359,2021-02-16,18:43:55,5600 BLOCK THOMAS AV,Arson
202116000075,2021-01-01,13:05:13,4000 BLOCK LANCASTER AV,Thefts
202135003547,2021-01-14,12:31:26,6400 BLOCK N 20TH ST,Robbery Firearm
202122022676,2021-04-19,16:36:00,2500 BLOCK N NEWKIRK ST,All Other Offenses
202109001274,2021-01-14,17:27:00,1700 BLOCK CHESTNUT ST,Thefts
202122022677,2021-04-19,16:48:00,2500 BLOCK N NEWKIRK ST,Other Assaults
202124000419,2021-01-02,21:24:00,4100 BLOCK G ST,Thefts
202114020513,2021-04-21,15:25:00,1300 BLOCK E JOHNSON ST,All Other Offenses
202118018383,2021-04-04,15:54:00,5100 BLOCK CATHARINE ST,Other Assaults
202112017431,2021-03-13,12:47:57,6400 BLOCK BUIST AV,Weapon Violations
202122005952,2021-01-30,11:59:00,1800 BLOCK N GRATZ ST,Vandalism/Criminal Mischief
202135028390,2021-04-18,23:42:00,1400 BLOCK CONLYN ST,Aggravated Assault Firearm
202114009268,2021-02-21,07:57:10,5600 BLOCK CHEW AV,Other Assaults
202135011532,2021-02-15,00:38:48,6600 BLOCK N 6TH ST,Fraud
202103040728,2021-09-03,10:23:00,300 BLOCK BAINBRIDGE ST,Theft from Vehicle
202109002335,2021-01-25,23:25:00,1900 BLOCK FAIRMOUNT AVE,Robbery No Firearm
202108012718,2021-04-26,12:16:00,65100 BLOCK DELAIRE LANDING RD,Fraud
202109011193,2021-04-18,13:58:00,2600 BLOCK PENNSYLVANIA AV,Theft from Vehicle
202125046832,2021-08-01,18:25:00,200 BLOCK W GLENWOOD AV,Robbery No Firearm
202103003199,2021-01-21,09:42:00,1600 BLOCK S CHRISTOPHER COLUMBUS BLVD,Thefts
202139053437,2021-10-06,11:00:00,0 BLOCK W LOGAN ST,Motor Vehicle Theft
202106001724,2021-01-14,15:56:47,1100 BLOCK CHESTNUT ST,Thefts
202108000961,2021-01-11,09:40:32,1300 BLOCK STEWARDS WAY,Burglary Residential
202106001705,2021-01-14,12:43:31,1100 BLOCK CHESTNUT ST,Thefts
202139008650,2021-02-18,13:45:18,2200 BLOCK W ALLEGHENY AV,Thefts
202139005981,2021-02-03,18:56:06,1600 BLOCK DOUNTON ST,Other Assaults
202106001720,2021-01-14,14:55:00,900 BLOCK MARKET ST,Thefts
202135000259,2021-01-01,21:55:07,5500 BLOCK OLD YORK RD,Aggravated Assault No Firearm
202112007423,2021-02-02,07:34:00,2200 BLOCK S 63RD ST,Other Assaults
202124068368,2021-10-12,06:14:00,2800 BLOCK ALMOND ST,Burglary Residential
202106012636,2021-03-31,17:51:00,1200 BLOCK WALNUT ST,Thefts
202124056875,2021-08-25,09:24:00,2200 BLOCK WHEATSHEAF LA,Thefts
202125010757,2021-02-21,16:48:48,700 BLOCK W LEHIGH AV,Robbery Firearm
202115071212,2021-09-27,14:04:00,4200 BLOCK Roosevelt Blvd,Robbery No Firearm
202126002822,2021-01-26,04:50:00,2500 BLOCK ARAMINGO AV,Thefts
202102006326,2021-02-15,07:42:15,900 BLOCK RIPLEY ST,Fraud
202135025794,2021-04-07,16:06:00,4900 BLOCK Rising Sun Ave,Aggravated Assault Firearm
202139004568,2021-01-26,15:59:07,1400 BLOCK W CLEARFIELD ST,Robbery Firearm
202124011919,2021-02-22,17:43:41,3100 BLOCK HARTVILLE ST,Other Assaults
202139009510,2021-02-23,19:33:43,3400 BLOCK N SYDENHAM ST 202,Other Assaults
202106001567,2021-01-13,12:38:00,400 BLOCK N 5TH ST,Thefts
202112007007,2021-01-30,21:56:28,6700 BLOCK LINMORE AV,Narcotic / Drug Law Violations
202112011283,2021-02-16,16:11:23,2700 BLOCK 55TH DR,Fraud
202139009513,2021-02-23,19:51:00,3700 BLOCK N BOUVIER ST,Vandalism/Criminal Mischief
202125005366,2021-01-26,11:13:16,400 BLOCK W INDIANA AV,Aggravated Assault No Firearm
202106014236,2021-04-11,19:49:00,500 BLOCK SPRING GARDEN ST,Thefts
202106010393,2021-03-16,10:48:14,900 BLOCK MARKET ST,Thefts
202125016025,2021-03-17,15:40:00,4700 BLOCK N 4TH ST,Fraud
202106006675,2021-02-18,13:35:55,1000 BLOCK MARKET ST,Thefts
202101000648,2021-01-13,10:38:33,2600 BLOCK S 20TH ST,Theft from Vehicle
202135015577,2021-03-01,09:16:35,4500 BLOCK OLD YORK RD,Burglary Residential
202112017390,2021-03-13,11:09:30,5400 BLOCK WILLOWS AV,Other Assaults
202124010102,2021-02-12,21:14:00,2700 BLOCK CORAL ST,Vandalism/Criminal Mischief
202115000184,2021-01-01,15:39:43,7200 BLOCK REVERE ST,Thefts
202118001823,2021-01-10,15:55:00,4200 BLOCK BALTIMORE AV,Theft from Vehicle
202119001771,2021-01-10,18:14:58,0 BLOCK N SALFORD ST,Aggravated Assault Firearm
202103001930,2021-01-13,18:44:09,2300 BLOCK S CHRISTOPHER COLUMBUS BLVD,Thefts
202139007615,2021-02-12,15:24:00,5100 BLOCK KEYSER ST,Vandalism/Criminal Mischief
202135002611,2021-01-11,02:40:47,6000 BLOCK N 17TH ST,Burglary Residential
202108006191,2021-03-01,04:56:00,9200 BLOCK FRANKFORD AVE,Thefts
202114005151,2021-01-30,13:44:15,6500 BLOCK N BEECHWOOD ST,Fraud
202102004074,2021-01-30,11:36:00,1200 BLOCK HALE ST,Vandalism/Criminal Mischief
202116012838,2021-04-13,13:58:00,300 BLOCK N 35th St,Vandalism/Criminal Mischief
202126008452,2021-03-17,16:12:00,2200 BLOCK N REESE ST,Vandalism/Criminal Mischief
202122013616,2021-03-09,19:56:27,2500 BLOCK N 12TH ST,Other Assaults
202125022594,2021-04-15,18:03:00,3500 BLOCK OLD YORK RD,Vandalism/Criminal Mischief
202124000231,2021-01-02,03:13:13,2600 BLOCK E ALLEGHENY AV,Burglary Non-Residential
202106015959,2021-04-24,05:13:00,1000 BLOCK RACE ST,Other Assaults
202106015960,2021-04-24,05:14:00,1000 BLOCK RACE ST,Other Assaults
202124013283,2021-02-28,16:51:19,3800 BLOCK ARAMINGO AV,Thefts
202125002182,2021-01-11,16:06:51,N BROAD ST  /  W CLEARFIELD ST,Aggravated Assault Firearm
202119015644,2021-03-20,16:46:00,1200 BLOCK N 52ND ST,Motor Vehicle Theft
202108006050,2021-02-27,22:57:00,12800 BLOCK MEDFORD RD,Other Assaults
202115012807,2021-02-22,18:31:06,4400 BLOCK FRANKFORD AV,Other Assaults
202102007180,2021-02-21,13:24:00,7300 BLOCK BUSTLETON AV 40,Thefts
202119021499,2021-04-16,13:23:00,5900 BLOCK ARCH ST,Theft from Vehicle
202109004483,2021-02-16,20:38:39,1500 BLOCK HAMILTON ST,Other Assaults
202118022311,2021-04-24,01:39:00,S 51ST ST & BALTIMORE AV ,DRIVING UNDER THE INFLUENCE
202126012490,2021-04-16,23:40:00,1000 BLOCK N DELAWARE AV,Robbery Firearm
202109008979,2021-03-29,03:44:52,1600 BLOCK OGDEN ST,Thefts
202107008867,2021-04-16,13:16:00,11000 BLOCK E ROOSEVELT BLVD,Thefts
202124015293,2021-03-09,02:12:47,2900 BLOCK KENSINGTON AV,All Other Offenses
202103017744,2021-04-19,09:54:00,700 BLOCK PATTISON AV,Theft from Vehicle
202177004900,2021-09-27,13:17:00,0 BLOCK PIA WAY,Thefts
202122010052,2021-02-21,15:51:00,1400 BLOCK N BROAD ST,Thefts
202135021358,2021-03-20,20:48:00,100 BLOCK W CHEW AVE,Motor Vehicle Theft
202102007446,2021-02-23,16:32:41,200 BLOCK HARTEL AV,Fraud
202102014091,2021-04-07,10:41:00,7400 BLOCK BUSTLETON AV,Thefts
202112005250,2021-01-24,16:22:49,2900 BLOCK S 84TH ST,Aggravated Assault No Firearm
202112009858,2021-02-11,11:00:00,6000 BLOCK REGENT ST,Other Assaults
202101002996,2021-02-23,09:59:51,2100 BLOCK OREGON AVE,Fraud
202126007454,2021-03-09,11:35:00,2600 BLOCK KENSINGTON AVE,All Other Offenses
202124017340,2021-03-17,11:53:24,3400 BLOCK SALMON ST,Weapon Violations
202126000152,2021-01-02,16:31:00,2300 BLOCK JASPER ST,Theft from Vehicle
202126026486,2021-08-01,15:22:00,100 BLOCK W OXFORD ST,Burglary Non-Residential
202109010996,2021-04-16,13:06:00,1900 BLOCK ARCH ST,Theft from Vehicle
202139009096,2021-02-21,09:35:14,3600 BLOCK N 19TH ST,Aggravated Assault Firearm
202101004627,2021-03-19,17:14:05,2600 BLOCK S 16TH ST,Other Assaults
202125009579,2021-02-15,11:01:31,3300 BLOCK B ST,Fraud
202126002311,2021-01-21,19:36:04,500 BLOCK W LEHIGH AV,Robbery No Firearm
202122002750,2021-01-14,17:37:38,W DAUPHIN ST  /  RIDGE AV,Aggravated Assault Firearm
202107003954,2021-02-16,22:50:10,9700 BLOCK BUSTLETON AV,Other Assaults
202109006515,2021-03-09,16:33:43,400 BLOCK N 18TH ST,Narcotic / Drug Law Violations
202118000128,2021-01-01,17:16:54,5600 BLOCK CHESTNUT ST,Thefts
202122011557,2021-02-28,10:10:00,1900 BLOCK N WOODSTOCK ST 220,Thefts
202124024669,2021-04-16,15:46:00,2900 BLOCK ROSEHILL ST,Theft from Vehicle
202124010615,2021-02-15,14:42:52,4200 BLOCK J ST,Fraud
202122017979,2021-03-29,08:30:00,2400 BLOCK W GLENWOOD AVE,Theft from Vehicle
202109011229,2021-04-18,19:30:00,1500 BLOCK SPRUCE ST,Thefts
202118015618,2021-03-22,18:09:00,600 BLOCK COBBS CREEK PKWY,DRIVING UNDER THE INFLUENCE
202116008916,2021-03-13,13:15:00,N 39TH ST  /  FOLSOM ST,All Other Offenses
202106006115,2021-02-14,17:35:09,1300 BLOCK MARKET ST,Robbery No Firearm
202118020216,2021-04-13,15:20:00,500 BLOCK S 59TH ST,Weapon Violations
202135024017,2021-03-31,14:07:00,1300 BLOCK W ALBANUS ST,Other Assaults
202108003366,2021-02-02,18:36:19,8000 BLOCK WALKER ST,Other Assaults
202114013969,2021-03-17,11:44:00,1600 BLOCK E WALNUT LN,Vandalism/Criminal Mischief
202112006817,2021-01-30,11:41:00,4900 BLOCK KINGSESSING AVE,All Other Offenses
202126007959,2021-03-13,12:07:00,1800 BLOCK N 6TH ST,Other Assaults
202122019629,2021-04-05,13:16:00,1900 BLOCK N MYRTLEWOOD ST,Vandalism/Criminal Mischief
202103003301,2021-01-21,20:45:00,300 BLOCK OREGON AV,Thefts
202118019687,2021-04-10,16:58:00,6100 BLOCK IRVING ST,Other Assaults
202115028597,2021-04-22,13:24:00,2800 BLOCK UNRUH AV,Motor Vehicle Theft
202112013937,2021-02-27,11:13:31,7000 BLOCK WOODLAND AV,Other Assaults
202135021837,2021-03-22,21:08:18,2000 BLOCK CHELTEN AV,All Other Offenses
202109007441,2021-03-17,12:01:00,2000 BLOCK GREEN ST,Vandalism/Criminal Mischief
202122011283,2021-02-27,09:01:09,2500 BLOCK N CHADWICK ST,Narcotic / Drug Law Violations
202115006432,2021-01-26,01:40:00,4800 BLOCK OXFORD AVE,Aggravated Assault Firearm
202102001343,2021-01-10,15:27:26,5600 BLOCK RISING SUN AV,Robbery No Firearm
202109002407,2021-01-26,16:49:00,1600 BLOCK CHESTNUT ST,Thefts
202124012987,2021-02-27,03:01:25,300 BLOCK E ALLEGHENY AV,DRIVING UNDER THE INFLUENCE
202119018699,2021-04-03,11:52:00,1900 BLOCK N 61ST ST,Fraud
202135002880,2021-01-11,23:34:00,100 BLOCK E OLNEY AVE,Thefts
202109008354,2021-03-24,11:06:00,1700 BLOCK CHESTNUT ST,Thefts
202119001788,2021-01-10,21:13:03,0 BLOCK N SALFORD ST,Aggravated Assault Firearm
202116001074,2021-01-10,18:11:02,N 42ND ST  /  HAVERFORD AV,Aggravated Assault Firearm
202122002136,2021-01-11,18:06:47,N 22ND ST  /  RIDGE AV,Robbery Firearm
202125009921,2021-02-16,21:29:40,3600 BLOCK N LAWRENCE ST,Weapon Violations
202125002212,2021-01-11,19:07:30,500 BLOCK W VENANGO ST,Burglary Residential
202139002334,2021-01-14,07:40:00,1400 BLOCK W PACIFIC ST,Theft from Vehicle
202139002335,2021-01-14,08:04:00,1400 BLOCK W PACIFIC ST,Theft from Vehicle
202114014723,2021-03-21,12:58:59,8400 BLOCK FAYETTE ST,Fraud
202106011533,2021-03-24,13:06:00,900 BLOCK MARKET ST,Thefts
202108000921,2021-01-10,18:14:35,8600 BLOCK DITMAN ST,Burglary Residential
202109001254,2021-01-14,13:55:00,200 BLOCK S BROAD ST,Thefts
202114012408,2021-03-09,10:22:21,6300 BLOCK STENTON AV,Weapon Violations
202126008421,2021-03-17,11:07:40,2600 BLOCK WEBB ST,All Other Offenses
202124003178,2021-01-14,10:19:00,3100 BLOCK KENSINGTON AVE,Robbery Firearm
202119016047,2021-03-22,13:31:55,5800 BLOCK WOODCREST AV,Fraud
202115000314,2021-01-02,12:47:00,4100 BLOCK SALEM ST,Theft from Vehicle
202115007784,2021-01-31,01:21:17,3000 BLOCK KNORR ST,All Other Offenses
202118005900,2021-01-30,16:10:00,5900 BLOCK HAZEL AVE,All Other Offenses
202126006122,2021-02-27,16:53:17,500 BLOCK W LEHIGH AV,All Other Offenses
202112004576,2021-01-21,18:25:00,2000 BLOCK CEMETERY AVE,Theft from Vehicle
202103013323,2021-03-24,16:29:28,2300 BLOCK S CHRISTOPHER COLUMBUS BLVD,Thefts
202114000134,2021-01-01,22:32:05,8800 BLOCK GERMANTOWN AV MED,Aggravated Assault Firearm
202119002474,2021-01-13,23:46:21,0 BLOCK N 56TH ST,Aggravated Assault No Firearm
202122001967,2021-01-10,19:26:00,2700 BLOCK W HUNTINGDON ST,Robbery Firearm
202139005351,2021-01-30,14:36:00,1700 BLOCK W ERIE AV,Vandalism/Criminal Mischief
202102017402,2021-04-28,23:36:00,500 BLOCK ALCOTT ST,Aggravated Assault No Firearm
202119002607,2021-01-14,18:21:51,900 BLOCK N 66TH ST,Rape
202125006892,2021-02-02,16:11:00,3500 BLOCK N BROAD ST,Fraud
202114000115,2021-01-01,19:33:58,7400 BLOCK OGONTZ AV,Thefts
202108000156,2021-01-02,20:49:00,11500 BLOCK E ROOSEVELT BLVD,Thefts
202107009712,2021-04-26,16:25:00,10800 BLOCK KELVIN AV,Other Assaults
202125022857,2021-04-16,18:30:00,100 BLOCK W LEHIGH AV,Theft from Vehicle
202125017175,2021-03-22,17:21:23,4500 BLOCK N FRONT ST,Fraud
202107002738,2021-02-03,19:09:42,13100 BLOCK BUSTLETON AV D24,Fraud
202103007061,2021-02-14,16:58:00,1900 BLOCK S WARNOCK ST,Vandalism/Criminal Mischief
202112026573,2021-04-17,19:28:00,7700 BLOCK LINDBERGH BLVD 1923,Thefts
202115023578,2021-04-03,17:47:00,4700 BLOCK LEIPER ST,All Other Offenses
202114001658,2021-01-11,00:44:30,5300 BLOCK MAGNOLIA ST,Aggravated Assault Firearm
202126030623,2021-09-03,13:44:00,2500 BLOCK TRENTON AV,Theft from Vehicle
202124015435,2021-03-09,17:44:56,3200 BLOCK KENSINGTON AV,Disorderly Conduct
202112016511,2021-03-09,22:54:42,6900 BLOCK GARMAN ST,Narcotic / Drug Law Violations
202124000474,2021-01-02,18:58:37,2300 BLOCK E BUTLER ST,Thefts
202117007240,2021-03-20,07:54:00,2100 BLOCK CARPENTER ST,Motor Vehicle Theft
202135029967,2021-04-26,03:05:00,5600 BLOCK OGONTZ AV,Theft from Vehicle
202116009806,2021-03-20,10:44:00,3800 BLOCK FAIRMOUNT AVE,Motor Vehicle Theft
202101004936,2021-03-24,07:01:00,2600 BLOCK S 18TH ST,Thefts
202114016354,2021-03-29,15:45:24,100 BLOCK W GORGAS LA,Aggravated Assault No Firearm
202112018342,2021-03-16,19:09:16,5600 BLOCK GREENWAY AVE,Aggravated Assault Firearm
202126003443,2021-02-01,17:42:00,2200 BLOCK N 10TH ST,Other Assaults
202125020760,2021-04-07,17:13:00,GERMANTOWN AV  & RISING SUN AV ,Robbery Firearm
202139046891,2021-09-02,05:55:00,W INDIANA AV  & N BROAD ST ,Robbery Firearm
202101004968,2021-03-24,19:02:35,2300 BLOCK OREGON AV,Thefts
202124018151,2021-03-20,16:17:00,I 95 EXIT 25,Motor Vehicle Theft
202122005028,2021-01-25,14:40:21,N 16TH ST  /  W HUNTINGDON ST,Aggravated Assault Firearm
202126008836,2021-03-20,16:38:00,2200 BLOCK N HOWARD ST,Motor Vehicle Theft
202135019497,2021-03-14,15:49:00,1100 BLOCK W SPENCER AVE,Thefts
